Recipe,Url,Ingredients,Ratings,Serving,Prepration_Time,Calories,Protein,Carbohydrate,Fat
Sunny Lemon Bars Recipe,https://www.seriouseats.com/sunny-lemon-bars-recipe,"4 1/2 ounces (1 cup; 130g) all-purpose flour,2 ounces (1/2 cup; 60g) powdered sugar, preferably organic,1/4 teaspoon (1g) Diamond Crystal kosher salt; for table salt, use the same weight or half as much by volume,1/8 ounce (1 tablespoon; 4g) freshly grated lemon zest,4 ounces (1 stick; 115g) cold unsalted butter, cut into 1/4-inch dice,9 1/2 ounces (1 1/3 cups; 270g) granulated sugar,3 large eggs, cold,4 3/4 ounces (1/2 cup; 135g) egg yolks, from about 8 large eggs,1/4 ounce (1 packed tablespoon; 8g) freshly grated lemon zest,Pinch of kosher salt,11 ounces (1 1/3 cups; 310g) lemon juice, from about 8 large lemons (see note),2 ounces (1/2 cup; 55g) powdered sugar (optional),6 ounces (1 cup; 170g) Lemon Chantilly (optional),5 ounces (1 cup; 140g) Crispy Citrus-Candied Pistachios (optional)",24,16,2 hrs 5 mins,218,5,29,10
What to Eat on Juneteenth,https://www.seriouseats.com/juneteenth-menu-5189136,,0,0,0,0,0,0,0
Oven Barbecue Pork Ribs Recipe,https://www.seriouseats.com/oven-barbecue-bbq-ribs-recipe,"1/3 cup paprika (2 1/4 ounces; 65g),1/4 cup dark brown sugar (2 ounces; 55g),1/4 cup Diamond Crystal kosher salt (1 1/2 ounces; 40g); for table salt, use about half as much by volume or the same weight,2 tablespoons whole yellow mustard seed (1/4 ounce; 8g),2 tablespoons granulated garlic powder (1/4 ounce; 8g),1 tablespoon onion powder (1/8 ounce; 4g),1 tablespoon dried oregano (1/8 ounce; 4g),1 tablespoon whole coriander seed (1/8 ounce; 4g),1 teaspoon whole cumin seed,1 teaspoon red pepper flakes,1 teaspoon freshly ground black pepper,1 medium yellow onion, grated on the large holes of a box grater,1 1/2 cups (350ml) ketchup,2 tablespoons (30ml) spicy brown mustard,1/3 cup (80ml) dark molasses,1/4 cup (60ml) Worcestershire sauce,1/4 cup (60ml) apple cider vinegar,3/4 teaspoon (4ml) Wright’s or Colgin liquid hickory smoke,2 whole racks St. Louis–cut pork ribs (about 2 1/2 pounds/1kg each),1 teaspoon (5ml) Wright’s or Colgin liquid hickory smoke, plus more if needed",4,4,6 hrs 20 mins,2074,119,6,176
Jamaican Sorrel (Hibiscus) Drink Recipe,https://www.seriouseats.com/jamaican-sorrel-hibiscus-drink,"5 1/4 ounces (150g; about 3 cups) dried sorrel (hibiscus), rinsed with cold water in a colander or strainer,3/4 pound (350g) peel-on fresh ginger, washed and grated (see note),10 whole cloves,10 allspice berries, roughly crushed with the side of a knife,1 pound 1 1/2 ounces (495g; about 2 1/2 cups) sugar",0,14,8 hrs 35 mins,159,0,40,0
The Best Cherry Pie (With Fresh or Frozen Fruit) Recipe,https://www.seriouseats.com/fresh-cherry-pie-filling-recipe,"28 ounces pitted cherries (5 heaping cups; 790g), from about 2 pounds whole fruit (6 heaping cups; 910g) (see notes),1 ounce fresh lemon juice (2 tablespoons; 30g) from 1 small lemon,7 ounces sugar (1 cup; 195g),3/4 teaspoon (3g) Diamond Crystal kosher salt; for table salt, use half as much by volume or use the same weight,1 1/2 ounces tapioca starch, such as Bob's Red Mill (1/3 cup plus 1 teaspoon; 40g),Old-Fashioned Flaky Pie Dough, rolled and chilled as per the directions for a double crust,1 large egg,1 large egg yolk,1/2 ounce heavy cream (1 tablespoon; 15g),1/8 teaspoon (1/2g) Diamond Crystal kosher salt; for table salt, use half as much by volume or use the same weight,Cherry pit whipped cream",15,8,4 hrs 30 mins,460,3,78,16
Pan-Roasted Rack of Lamb Recipe,https://www.seriouseats.com/pan-roasted-rack-of-lamb,"Two 4-bone racks of lamb,Kosher salt and freshly ground black pepper,1 tablespoon (15ml) vegetable or canola oil,4 tablespoons (60g) unsalted butter,2 medium cloves garlic,A few fresh thyme sprigs",0,4,45 mins,465,31,1,38
9 In-Your-Face Deviled Egg Variations,https://www.seriouseats.com/great-deviled-eggs-variations-and-hacks,,0,0,0,0,0,0,0
Sunny Lemon Bars Recipe,https://www.seriouseats.com/sunny-lemon-bars-recipe,"4 1/2 ounces (1 cup; 130g) all-purpose flour,2 ounces (1/2 cup; 60g) powdered sugar, preferably organic,1/4 teaspoon (1g) Diamond Crystal kosher salt; for table salt, use the same weight or half as much by volume,1/8 ounce (1 tablespoon; 4g) freshly grated lemon zest,4 ounces (1 stick; 115g) cold unsalted butter, cut into 1/4-inch dice,9 1/2 ounces (1 1/3 cups; 270g) granulated sugar,3 large eggs, cold,4 3/4 ounces (1/2 cup; 135g) egg yolks, from about 8 large eggs,1/4 ounce (1 packed tablespoon; 8g) freshly grated lemon zest,Pinch of kosher salt,11 ounces (1 1/3 cups; 310g) lemon juice, from about 8 large lemons (see note),2 ounces (1/2 cup; 55g) powdered sugar (optional),6 ounces (1 cup; 170g) Lemon Chantilly (optional),5 ounces (1 cup; 140g) Crispy Citrus-Candied Pistachios (optional)",24,16,2 hrs 5 mins,218,5,29,10
All-Belly Porchetta Recipe,https://www.seriouseats.com/all-belly-porchetta-recipe-italian-roast-pork,"1 whole boneless, rind-on pork belly, about 12 to 15 pounds (5.4 to 6.8kg),2 tablespoons whole black peppercorns,3 tablespoons whole fennel seed,1 tablespoon crushed red pepper,3 tablespoons finely chopped rosemary, sage, or thyme leaves,12 cloves garlic, grated on a microplane grate,Kosher salt,2 teaspoons baking powder",21,15,28 hrs 55 mins,1074,84,3,78
Grilled Skirt Steak Fajitas Recipe,https://www.seriouseats.com/grilled-skirt-steak-fajitas-food-lab-recipe,"1/2 cup (120ml) soy sauce,1/2 cup (120ml) lime juice, from 6 to 8 limes,1/2 cup (120ml) canola oil,1/4 cup (55g) packed brown sugar,1 tablespoon chili powder (see note),3 medium cloves garlic, finely minced (about 1 tablespoon),2 teaspoons ground cumin seed,2 teaspoons freshly ground black pepper,2 pounds (900g) trimmed skirt steak (about 1 whole steak; see note), cut crosswise into 5- to 6-inch pieces,1 large red bell pepper, stemmed, seeded, and cut into 1/2-inch-wide strips,1 large yellow bell pepper, stemmed, seeded, and cut into 1/2-inch-wide strips,1 large green bell pepper, stemmed, seeded, and cut into 1/2-inch-wide strips,1 white or yellow onion, cut into 1/2-inch slices,12 to 16 fresh flour or corn tortillas, hot,1 recipe guacamole, for serving, if desired,1 recipe pico de gallo, for serving, if desired,Sour cream, shredded cheese, and salsa, for serving, if desired",19,6,4 hrs 20 mins,840,50,81,34
"Watermelon, Feta, and Mint Salad Recipe",https://www.seriouseats.com/watermelon-feta-mint-salad-recipe,"3 pounds seedless watermelon (about 1 small or 1/4 large), rind removed, cut into 1-inch chunks (about 2 pounds/1kg chunks after rind is discarded),1 tablespoon (15ml) juice from 1 lemon, plus 4 (2-inch) strips zest, removed with a sharp vegetable peeler,1/4 cup (10g) roughly chopped fresh mint leaves,3 tablespoons (45ml) extra-virgin olive oil, plus more for drizzling,Up to 4 ounces (1 quart) arugula leaves (optional; see note),Kosher salt and freshly ground black pepper,4 ounces (110g) feta cheese (see note)",7,6,5 mins,176,4,12,13
Really Awesome Black Bean Burgers Recipe,https://www.seriouseats.com/the-best-black-bean-burger-recipe,"2 (15-ounce) cans black beans, rinsed and drained,4 tablespoons vegetable oil, divided,1 medium onion, finely chopped (about 1 cup),1 large poblano pepper, finely chopped (about 1 cup),3 medium cloves garlic, minced,1 chipotle chile in adobo sauce, finely chopped, plus 1 teaspoon sauce,3/4 cup roasted cashews,1/2 cup finely crumbled feta or cotija cheese,3/4 cup panko bread crumbs,1 large egg,2 tablespoons mayonnaise,Kosher salt and freshly ground black pepper,Cheese for topping, such as pepper jack, cheddar, muenster, or Swiss (optional),6 to 8 hearty hamburger buns, toasted,Condiments as desired, such as chipotle mayonnaise, ketchup, mustard, or mayonnaise,Toppings as desired, such as shredded lettuce, sliced onions, and pickles",43,8,55 mins,444,12,43,25
Ultimate Strawberry Popsicles Recipe,https://www.seriouseats.com/strawberry-popsicles,"15 ounces (425g) washed, hulled strawberries, halved (about 4 cups; see notes),3 ounces granulated sugar (1/4 cup plus 2 tablespoons; 85g),1/4 ounce (1 tablespoon plus 1 1/2 teaspoons; 5g) freeze-dried strawberry powder, optional (see notes),3/4 teaspoon fresh lemon juice from one lemon (3g),1/8 teaspoon Diamond Crystal kosher salt; for table salt, use half as much by volume,3 ounces strawberry jam (1/4 cup plus 2 tablespoons; 85g)",7,6,8 hrs 10 mins,117,1,29,0
Soufflé Omelette With Cheese Recipe,https://www.seriouseats.com/omelette-souffle-with-cheese,"3 large eggs, separated,Kosher salt and freshly ground black pepper,2 ounces (55g) grated Gruyère or cheddar cheese, divided,Minced fresh chives (optional),1 tablespoon (15g) unsalted butter",5,1,20 mins,550,36,1,44
Buttermilk Vanilla Waffles Recipe,https://www.seriouseats.com/buttermilk-vanilla-waffles-recipe,"6 1/2 ounces all purpose flour (1 1/3 cup; 185g),1 1/2 ounces powdered sugar (1/4 cup plus 2 tablespoons; 45g),1/2 teaspoon (2g) Diamond Crystal kosher salt; for table salt, use half as much by volume or use the same weight,1/2 teaspoon (3g) baking soda,1/2 teaspoon (2g) baking powder,1 vanilla bean, split and scraped (see note),14 ounces cultured lowfat buttermilk (1 3/4 cup; 395g) (see note),1 1/2 ounces unsalted butter, melted (3 tablespoons; 40g),2 large egg whites (about 2 1/2 ounces; 70g),1 teaspoon (5ml) vanilla extract,Maple syrup, for serving",18,3,20 mins,1030,14,217,14
"One-Bowl, Overnight Cinnamon Rolls Recipe | BraveTart",https://www.seriouseats.com/bravetart-homemade-cinnamon-rolls-recipe,"4 ounces plain, full-fat cream cheese (8 tablespoons; 115g), softened to about 70°F (21°C),2 teaspoons (10ml) vanilla extract,5 ounces powdered sugar (about 1 1/4 cups; 141g),4 ounces unsalted butter (8 tablespoons; 115g), creamy and soft, about 70°F (21°C),6 ounces light brown sugar (3/4 cup, gently packed; 170g),1/2 ounce ground cinnamon (about 2 tablespoons; 15g),1/2 teaspoon (1g) grated nutmeg,1/4 teaspoon (1g) Diamond Crystal kosher salt; for table salt, use about half as much by volume or the same weight,4 ounces toasted pecan halves, roughly chopped (a shy cup; 115g), or more to taste,16 ounces all-purpose flour (about 3 1/2 cups, spooned; 450g), such as Gold Medal, plus more for rolling,3 1/2 ounces granulated sugar (about 1/2 cup; 100g),2 teaspoons (8g) instant yeast, such as SAF (not rapid-rise; see note),1 3/4 teaspoons (7g) Diamond Crystal kosher salt; for table salt, use about half as much by volume or the same weight,1/4 teaspoon (1g) baking soda,4 ounces unsalted butter (8 tablespoons; 115g),4 ounces milk (8 tablespoons; 115g), any percentage will do,8 ounces plain, unsweetened Greek yogurt (about 1 cup; 225g), any percentage will do",35,12,15 hrs 30 mins,527,8,67,26
Shrimp and Gruyère Cheese Grits With Bacon and Mushrooms Recipe,https://www.seriouseats.com/shrimp-and-grits-recipe,"5 3/4 cups (1.4L) homemade or store-bought chicken stock, divided,1 pound (450g) large shrimp, shelled (shells reserved),3/4 pound (340g) mixed mushrooms, such as cremini, shiitake, and oyster, stemmed and thinly sliced (stems reserved),3/4 teaspoon (3g) kosher salt, plus more for seasoning,1/4 teaspoon baking soda,1/4 teaspoon cornstarch,1 cup grits, preferably stone-ground (see notes),1 cup grated Gruyère cheese (about 4 ounces; 115g),Freshly ground black pepper,4 slices thick-cut bacon (about 4 ounces; 115g), diced,Vegetable oil (if needed),1 medium shallot, minced,2 medium cloves garlic, minced,1/4 teaspoon cayenne pepper,2 tablespoons (30g) unsalted butter, cubed,1 tablespoon (15ml) fresh juice from 1 lemon,2 tablespoons mixed minced fresh herbs, such as parsley, chives, and tarragon, plus more as garnish",13,4,2 hrs 45 mins,569,31,43,30
The Best Matzo Ball Soup Recipe,https://www.seriouseats.com/the-best-matzo-balls-recipe,"4 large eggs, beaten,1/4 cup seltzer or water (see notes),1/4 cup Schmaltz (rendered chicken fat) or neutral oil like vegetable or canola oil (see notes),1 cup matzo meal,1/8 to 1 teaspoon baking powder (optional; see notes),1 teaspoon kosher salt, plus more to taste,Freshly ground black pepper,3 quarts good-quality homemade chicken stock, divided,Finely diced carrot and celery, for garnish,2 fresh dill sprigs, plus picked fresh dill fronds for garnish",9,4,105 mins,683,30,75,28
Jewish-Style Braised Brisket With Onions and Carrots Recipe,https://www.seriouseats.com/jewish-braised-brisket-recipe,"6 pounds (2.75kg) whole beef brisket (see note),Kosher salt and freshly ground black pepper,2 tablespoons (30ml) vegetable oil,2 pounds yellow onions (1kg; about 5 medium), sliced 1/4 inch thick,1 pound carrots (450g; about 6 medium), cut into large dice,1/2 pound celery (225g; about 4 large ribs), cut into large dice,6 medium cloves garlic,1 cup (240ml) dry red wine,1 (14-ounce; 400g) can whole peeled tomatoes, crushed by hand, with the juices,1/3 cup (80ml) ketchup,4 sprigs thyme,2 bay leaves",9,8,5 hrs 25 mins,1135,101,23,67
Traditional Ashkenazi Charoset With Apples and Walnuts Recipe,https://www.seriouseats.com/traditional-ashkenazi-charoset-with-apples-and-walnuts,"1 1/2 pounds apples (675g; about 3 apples), peeled, cored, and diced into 1/4-inch cubes (see note),5 ounces (140g) walnuts, lightly toasted and coarsely chopped,2 tablespoons (30g) quick-toasted or plain white sugar, plus more to taste (see note),1 cup (240ml) sweet red Passover wine, plus more to taste (see note),1/4 teaspoon cinnamon,Small pinch freshly grated nutmeg",0,8,15 mins,207,3,18,12
13 Passover Dessert Recipes for a Sweet Finish,https://www.seriouseats.com/passover-dessert-recipes,,0,0,0,0,0,0,0
A Traditional Menu for Your St. Patrick's Day Feast,https://www.seriouseats.com/st-patricks-day-irish-menu-dinner-recipes,,0,0,0,0,0,0,0
Rich and Flavorful Guinness Beef Stew With Potatoes Recipe,https://www.seriouseats.com/irish-guinness-beef-stew-recipe,"1 cup (250ml) homemade chicken stock or low-sodium broth (see note),4 packets unflavored powdered gelatin (3 tablespoons plus 1 teaspoon; 30g) (see note),4 tablespoons (60ml) vegetable oil, divided,3 pounds (1.25kg) whole boneless beef chuck roast, cut into 3 steaks,Kosher salt and freshly ground black pepper,1 1/4 pounds carrots (500g; about 3 large carrots), 1/2 pound (250g) peeled and split lengthwise, 3/4 pound (350g) cut into large dice (about 1 1/2 cups),6 ounces parsnips (175g; about 2 small), half peeled and split lengthwise, half cut into large dice (about 1/2 cup),1 pound yellow onions (500g; about 4 medium), half peeled and split in half through the root, half cut into large dice (about 1 cup),4 medium cloves garlic, lightly crushed,1/4 cup (60ml) espresso or strong brewed coffee,1 ounce (30g) bittersweet chocolate,2 (15-ounce) cans Guinness Draught beer (900ml),1 bouquet garnis (about 4 sprigs thyme, 3 sprigs parsley, and 1 bay leaf, tied together with kitchen twine),1 tablespoon (15ml) Asian fish sauce,1 tablespoon (15ml) soy sauce,1 tablespoon (15ml) Worcestershire sauce,2 tablespoons (20g) all-purpose flour,8 ounces small waxy potatoes (225g; about 20), such as baby Yukon Golds,Minced flat-leaf parsley leaves and tender stems, for garnish",14,6,3 hrs 30 mins,627,46,26,39
Real Irish Soda Bread Recipe,https://www.seriouseats.com/real-irish-soda-bread-recipe,"15 ounces all-purpose flour, such as Gold Medal (3 cups; 425g),1 3/4 teaspoons (7g) Diamond Crystal kosher salt; for table salt, use the same weight or half as much by volume,1 1/8 teaspoons (6g) baking soda (see note),18 ounces low-fat cultured buttermilk (2 1/4 cups; 510g), well shaken",25,12,70 mins,146,5,29,1
"Corned Beef Brisket, Potatoes, Cabbage, and Carrots for St. Patrick's Day Recipe",https://www.seriouseats.com/homemade-corned-beef-brisket-with-potatoes-cabbage-carrots-recipe,"1 whole flat or point cut beef brisket, trimmed, about 2250 grams/5 pounds,100 grams/3 1/2 ounces (about 3/4 cup) Diamond Crystal kosher salt,10 grams/.325 ounces (about 1 1/2 teaspoons) of pink salt or 7.5 grams/.25 ounces (about 2 teaspoons) saltpeter,30 grams/1 ounce (about 2 tablespoons) packed brown sugar,2 tablespoons whole black peppercorns,2 tablespoons yellow mustard seeds,2 tablespoons whole coriander seeds,1 tablespoon allspice berries,6 whole cloves,1 tablespoon ground ginger,6 bay leaves, roughly torn,2 pounds carrots, peeled and roughly chopped,2 pounds russet potatoes, peeled and roughly diced,1 whole head white or green cabbage, cut into 6 to 8 wedges (2 to 3 pounds total)",13,10,203 hrs 15 mins,821,71,37,43
Savory Cheese Soufflé Recipe,https://www.seriouseats.com/savory-cheese-souffle,"3 tablespoons (45g) unsalted butter, plus more for greasing the dish,2 tablespoons grated Parmigiano-Reggiano or Grana Padano cheese, for dusting the dish,3 1/2 tablespoons (1 ounce; 28g) all-purpose flour (see note),1 cup (235ml) whole milk,Kosher salt and freshly ground black pepper,1 teaspoon (5ml) Dijon mustard (optional; see note),1 pinch cayenne pepper or two dashes hot sauce (optional; see note),4 large egg yolks,5 large cold egg whites,1/2 teaspoon cream of tartar (optional; see note),3 ounces (85g) freshly grated Gruyère or other semi-firm cheese, such as cheddar",12,2,60 mins,718,43,20,51
"Asparagus, Mushroom, Leek, and Cheese Galette Recipe",https://www.seriouseats.com/savory-asparagus-mushroom-leek-and-cheese-galette,"1/2 batch Old-Fashioned Flaky Pie Dough,1/4 cup plus 1 tablespoon (75ml) extra-virgin olive oil, divided, plus more for drizzling,1 pound (450g) mixed mushrooms, such as cremini, stemmed and caps sliced 1/4 inch thick,Kosher salt,1 pound (450g) asparagus, woody ends trimmed, stalks cut on the bias 1/4 inch thick, tips reserved,1 teaspoon minced fresh thyme leaves,4 tablespoons (60g) unsalted butter,1 1/2 pounds leeks, white and light green parts only, halved lengthwise then cut crosswise into 1/4 inch thick half-moons,2 ounces (55g) grated Fontina cheese,1 large egg, beaten",6,8,2 hrs 30 mins,442,8,37,31
"Fried Eggs With Ramps, Morels, and Bacon Recipe",https://www.seriouseats.com/fried-eggs-ramps-morels-bacon-easy-spring-recipe,,0,2,10 mins,0,0,0,0
Spiced Vanilla Hot Cross Buns Recipe,https://www.seriouseats.com/spiced-vanilla-hot-cross-buns-recipe,"1 vanilla bean, split and scraped,2 1/2 ounces sugar (rounded 1/3 cup; 70g),1 1/2 teaspoons (6g) instant dry yeast, such as SAF; not RapidRise or active dry (more info here),1 teaspoon (4g) Diamond Crystal kosher salt (for table salt, use the same weight or half as much by volume),12 ounces all-purpose flour (about 2 1/3 cups, spooned; 340g),3 ounces unsalted butter (6 tablespoons; 85g),3 ounces cold milk, any percentage fat content (1/3 cup; 85g),6 ounces cold plain Greek yogurt, any percentage fat content (2/3 cup; 170g); see note,1 ounce store-bought or homemade candied orange peel (2 tablespoons; 30g),2 ounces dried apricots or other light fruit (1/4 cup; 55g), cut into 1/4-inch dice,2 ounces dried cherries or other dark fruit (1/3 cup; 55g), cut into 1/4-inch dice,1/2 teaspoon (1g) ground cinnamon,1/4 teaspoon ground coriander,1/8 teaspoon ground allspice,1/8 teaspoon grated nutmeg,1 large egg yolk,1 1/2 teaspoons heavy cream (1/4 ounce; 7ml),4 ounces powdered sugar (about 1 cup; 115g), preferably organic,Pinch salt,1 tablespoon heavy cream (1/2 ounce; 15ml),1/2 teaspoon (2.5ml) vanilla extract",0,15,4 hrs,225,5,38,6
