Recipe,Url,Ingredients,Ratings,Serving,Prepration_Time,Calories,Protein,Carbohydrate,Fat
A Peach by Any Other Name Is Just as Gross: My Terrible Fear of Fruit,https://www.seriouseats.com/life-with-fruit-phobia-5184252,,0,0,0,0,0,0,0
How My Relationship to Cooking Changed After Having a Baby,https://www.seriouseats.com/mothers-day-cooking-pregnancy-baby,,0,0,0,0,0,0,0
"Leah Chase (1923–2019), in Her Own Words",https://www.seriouseats.com/leah-chase-interview,,0,0,0,0,0,0,0
Ajji's Cooking: Preserving an Unsung Cuisine,https://www.seriouseats.com/ajji-and-deshastha-khandeshi-maharashtrian-indian-cuisines,,0,0,0,0,0,0,0
"When Family is Far, Food Offers a Sense of Belonging During Ramadan",https://www.seriouseats.com/when-family-is-far-food-brings-comfort-during-ramadan-5184258,,0,0,0,0,0,0,0
The Comfort Food Diaries: My Coke Habit,https://www.seriouseats.com/comfort-food-diaries-coke,,0,0,0,0,0,0,0
The Pho I Lost,https://www.seriouseats.com/pho-essay-taste-memory,,0,0,0,0,0,0,0
"Sweet, Memory: On the Subtle Magic of the Cookie Jar",https://www.seriouseats.com/cookie-jar-love-letter,,0,0,0,0,0,0,0
The Grandpa Special: Spicy Orange Fettuccine Alfredo,https://www.seriouseats.com/the-grandpa-special-spicy-orange-fettuccine-alfredo,,0,0,0,0,0,0,0
Saapaadu Ready: Travels With My Mother's South Indian Kitchen,https://www.seriouseats.com/saapaadu-ready-travels-with-my-mother-south-indian-kitchen,,0,0,0,0,0,0,0
The Comfort Food Diaries: Not My Mother's Taco Salad,https://www.seriouseats.com/comfort-food-diaries-taco-salad-eating-dinner-on-the-couch,,0,0,0,0,0,0,0
"Ka'ak With Za’atar, Turmeric, and Nigella Seed Recipe",https://www.seriouseats.com/kaak-zaatar-turmeric-nigella,"4 cups (17 1/2 ounces; 500g) bread flour,2 tablespoons (2/3 ounce; 20g) roasted sesame seeds,1 tablespoon (1/2 ounce; 15g) sugar,1 tablespoon (1/3 ounce; 10g) nigella seeds,1 tightly packed tablespoon (1/3 ounce; 10g) za’atar blend or dried oregano (see note),1 teaspoon (4g) Diamond Crystal kosher salt; for table salt use half as much by volume or the same weight,1/4 teaspoon turmeric,1/4 cup (60ml) vegetable oil, plus more for shaping dough,1 cup (235ml) whole milk, warmed to 110-115°F (45°C),1 tablespoon instant yeast, such as SAF (about 10g yeast or one-and-a-half 1/4-ounce packets); not RapidRise or active dry (more info here),1/4 cup plus 1 tablespoon (75ml) room temperature water,2 tablespoons (30ml) grape or date molasses,2 tablespoons (1 1/2 ounces; 40g) roasted sesame seeds mixed with 1 tablespoon (1/3 ounce, 10g) nigella seeds, for topping the ka'ak",0,10,3 hrs,312,9,45,11
Salata Falahiyeh (Palestinian or Farmers Salad) Recipe,https://www.seriouseats.com/salata-falahiyeh-recipe-5704119,,0,0,15 mins,0,0,0,0
The Serious Eats Glossary of New York Bread,https://www.seriouseats.com/where-to-get-the-best-bread-nyc,,0,0,0,0,0,0,0
Starting a Tradition: What Thanksgiving Starters Tell Us About American History,https://www.seriouseats.com/thanksgiving-appetizer-history,,0,0,0,0,0,0,0
Snapshots From Turkey: Kenji's Best Bites From Istanbul,https://www.seriouseats.com/snapshots-from-turkey-kenji-guide-istanbul-best-bites,,0,0,0,0,0,0,0
Pastrami Versus Corned Beef: A Guide to the Jewish Deli,https://www.seriouseats.com/guide-to-jewish-deli-food,,0,0,0,0,0,0,0
Food For Thought: Xiao Long Bao and Authenticity in Food,https://www.seriouseats.com/food-for-thought-xiao-long-bao-and-authenticity-in-food,,0,0,0,0,0,0,0
The True Story of Traditional New Year's Lucky Foods,https://www.seriouseats.com/good-luck-food-new-year-pork-sauerkraut-lentil-herring-collards-hoppin-john,,0,0,0,0,0,0,0
Baklava and Beyond: 12 Turkish Sweets You Should Know,https://www.seriouseats.com/turkish-sweets-desserts-guide-baklava-and-beyond,,0,0,0,0,0,0,0
Celery Forever: Where America's Weirdest Soda Came From and How It's Stuck Around,https://www.seriouseats.com/dr-browns-cel-ray-celery-soda-history,,0,0,0,0,0,0,0
"Bottarga: What It Is, How to Use It, and Whether It’s Worth It",https://www.seriouseats.com/bottarga-the-international-delicacy-everyone-should-try,,0,0,0,0,0,0,0
A Closer Look at Your Italian Bakery's Cookie Case,https://www.seriouseats.com/guide-to-italian-bakery-cookies,,0,0,0,0,0,0,0
The Case for Loving Vintage Cookbooks,https://www.seriouseats.com/best-vintage-prewar-20th-century-cookbooks,,0,0,0,0,0,0,0
A Guide to American Taco Styles,https://www.seriouseats.com/taco-style-guide,,0,0,0,0,0,0,0
The 10 Dishes That Will Make You Fall in Love With Georgian Food,https://www.seriouseats.com/introduction-to-georgian-food-must-try-dishes,,0,0,0,0,0,0,0
Pittsburgh Rare: A Culinary History of the Steel City,https://www.seriouseats.com/pittsburgh-culinary-history,,0,0,0,0,0,0,0
Tasting Tour: An Eating Tour of the Barcelona Boqueria,https://www.seriouseats.com/an-eating-tour-of-the-barcelona-boqueria,,0,0,0,0,0,0,0
Editor's Picks: The Best Things I Ate in Japan,https://www.seriouseats.com/the-best-things-i-ate-in-japan-tokyo-kyoto-fukui-ishikawa,,0,0,0,0,0,0,0
Where to Eat and Drink in Brooklyn: A Local's Guide,https://www.seriouseats.com/where-to-eat-and-drink-in-brooklyn-a-local-guide-5181723,,0,0,0,0,0,0,0
What to Eat in China: A Traveler's Guide,https://www.seriouseats.com/best-bites-in-china-chinese-food-drink,,0,0,0,0,0,0,0
A Day in the Life of a Singapore Hawker,https://www.seriouseats.com/singapore-hawker-new-generation-street-food,,0,0,0,0,0,0,0
The Best Things I Ate in Taiwan,https://www.seriouseats.com/what-to-eat-in-taiwan,,0,0,0,0,0,0,0
A Tour of a Singaporean Wet Market,https://www.seriouseats.com/a-tour-of-a-singaporean-wet-market,,0,0,0,0,0,0,0
"Kenji's Excellent Asian Adventures, Part 2: Do Indoor Voices Exist in China?",https://www.seriouseats.com/kenji-asia-travel-diary-china-thailand-malaysia-part-2,,0,0,0,0,0,0,0
Mohinga and Fermented Tea Leaves: Eating on Location in Myanmar,https://www.seriouseats.com/eating-on-location-burma-myanmar-burmese-cuisine,,0,0,0,0,0,0,0
Take it With You: The Best Culinary Souvenirs,https://www.seriouseats.com/travel-best-food-related-souvenirs-advice,,0,0,0,0,0,0,0
Dispatches From the Silk Road: The Must-Try Uyghur Food of Kashgar,https://www.seriouseats.com/kashgar-uyghur-cuisine-silk-road-best-bites-travel,,0,0,0,0,0,0,0
"20,000 Miles Till Lunch: Feasting Our Way Through Yunnan Province",https://www.seriouseats.com/yunnan-province-china-travel-road-trip,,0,0,0,0,0,0,0
"Kenji's Excellent Asian Adventures, Part 6: This is Not the Cruise You're Looking For",https://www.seriouseats.com/kenji-asia-travel-diary-china-thailand-malaysia-part-6,,0,0,0,0,0,0,0
How to Travel Like a Food Writer,https://www.seriouseats.com/how-to-travel-like-a-food-writer,,0,0,0,0,0,0,0
"Kenji's Excellent Asian Adventures, Part 1: Beijing-Bound",https://www.seriouseats.com/kenji-asia-travel-diary-china-thailand-malaysia,,0,0,0,0,0,0,0
"Kenji's Excellent Asian Adventures, Part 5: There's More to Sichuan Than Just the Food",https://www.seriouseats.com/kenji-asia-travel-diary-china-thailand-malaysia-part-5,,0,0,0,0,0,0,0
Serious Entertaining: A Meathead's Cookout,https://www.seriouseats.com/serious-entertaining-a-meadheads-cookout,,0,0,0,0,0,0,0
"12 Middle Eastern Recipes, From Baba Ganoush to Zhug",https://www.seriouseats.com/middle-eastern-recipes,,0,0,0,0,0,0,0
The Middle Eastern Pantry Essentials Einat Admony Can't Live Without,https://www.seriouseats.com/inside-the-pantry-of-new,,0,0,0,0,0,0,0
21 Labor Day Side Dish Recipes That Work,https://www.seriouseats.com/labor-day-sides,,0,0,0,0,0,0,0
How to Stock a Turkish Pantry: Flavorful Ingredients Worth Seeking Out,https://www.seriouseats.com/turkish-cooking-essential-ingredients,,0,0,0,0,0,0,0
Kofte Kebabs with Spicy Harissa Yogurt Sauce (Minced Lamb Kebabs),https://www.seriouseats.com/kofte-kebabs-with-spicy-harissa-yogurt-sauce-2,,0,0,0,0,0,0,0
Serious Entertaining: A Summer Thai Feast,https://www.seriouseats.com/serious-entertaining-a-summer-thai-feast,,0,0,0,0,0,0,0
Serious Entertaining: A Grilled Pizza Party,https://www.seriouseats.com/serious-entertaining-a-grilled-pizza-party,,0,0,0,0,0,0,0
21 Grilled-Vegetable Recipes to Steal the Labor Day Spotlight,https://www.seriouseats.com/grilled-vegetable-recipes,,0,0,0,0,0,0,0
18 Kebab Recipes for Labor Day,https://www.seriouseats.com/grilled-skewers,,0,0,0,0,0,0,0
20 Grilled-Steak Recipes to Celebrate July 4th,https://www.seriouseats.com/grilled-steak-recipes,,0,0,0,0,0,0,0
Vegetarian Meal Plan: What to Cook This Weekend and Beyond,https://www.seriouseats.com/vegetarian-meal-plan-meatless-recipes,,0,0,0,0,0,0,0
35 Spicy Recipes to Bring (and Beat) the Heat,https://www.seriouseats.com/hot-spicy-summer-recipes,,0,0,0,0,0,0,0
My 19 Favorite Summer Grilling Recipes | The Food Lab,https://www.seriouseats.com/food-lab-best-grill-recipes-summer,,0,0,0,0,0,0,0
29 Winter Salad Recipes to See You Through the Season,https://www.seriouseats.com/fall-salad-recipes,,0,0,0,0,0,0,0
23 Grilled Chicken Recipes to Devour on July Fourth,https://www.seriouseats.com/grilled-chicken-recipes,,0,0,0,0,0,0,0
Taboon,https://www.seriouseats.com/taboon-recipe-5219608,,0,0,3 hrs 30 mins,0,0,0,0
Grilled Flatbread With Olive Oil and Za'atar Recipe,https://www.seriouseats.com/grilled-flatbread-zaatar-recipe,"10 ounces bread flour (about 2 cups; 280g),1 teaspoon (3g) Diamond Crystal kosher salt; for table salt, use half as much by volume or the same weight,1/2 teaspoon (2g) instant or rapid-rise yeast,2 teaspoons (8g) sugar,2 tablespoons (30ml) extra-virgin olive oil,6 1/2 ounces full-fat yogurt or whole milk (about 3/4 cup plus 1 tablespoon; 185g), plus more as needed,1 1/2 tablespoons dried oregano,2 tablespoons (5g) minced fresh thyme leaves,2 tablespoons (5g) minced fresh savory,1/4 cup (35g) toasted sesame seeds,1 1/2 tablespoons ground sumac (see notes),1 tablespoon (9g) Diamond Crystal kosher salt; for table salt, use half as much by volume or the same weight,Extra-virgin olive oil, for brushing and drizzling,3/4 cup (175g) labne (see notes)",0,6,5 hrs 30 mins,381,10,43,19
Quick and Easy Homemade Ricotta Gnocchi Recipe,https://www.seriouseats.com/ricotta-gnocchi-homemade-food-lab-recipe,"12 ounces best quality ricotta cheese (about 1 1/2 cups, see note),1 ounce finely grated Parmesan cheese (about 1/2 cup), plus more for serving,4 to 6 ounces all-purpose flour (about 1 cup),1 whole large egg,1 large egg yolk,Kosher salt and freshly ground black pepper,Semolina flour, for dusting,2 cups your favorite marinara sauce, such as Slow-Cooked Red Sauce,Extra-virgin olive oil,Minced fresh herbs such as basil, parsley, or chives",45,4,45 mins,467,19,47,22
Snapshots From Turkey: Kenji's Best Bites From Istanbul,https://www.seriouseats.com/snapshots-from-turkey-kenji-guide-istanbul-best-bites,,0,0,0,0,0,0,0
Preserved Lemons Recipe,https://www.seriouseats.com/how-to-make-preserved-lemons,"8 to 10 whole lemons,1/2 cup kosher salt (90g Diamond Crystal or 124g Morton's),1/4 cup (50g) granulated sugar",6,20,336 hrs,58,1,15,0
Salata Falahiyeh (Palestinian or Farmers Salad) Recipe,https://www.seriouseats.com/salata-falahiyeh-recipe-5704119,,0,0,15 mins,0,0,0,0
Maqlubeh Recipe,https://www.seriouseats.com/maqlubeh-recipe-5704126,,0,0,2 hrs,0,0,0,0
The Condiments We Put on Everything,https://www.seriouseats.com/the-condiments-we-put-on-everything,,0,0,0,0,0,0,0
How to Build a Better Sandwich: The Experts Weigh In,https://www.seriouseats.com/how-to-make-the-best-sandwich-pro-tips,,0,0,0,0,0,0,0
Around the World in Pancakes,https://www.seriouseats.com/pancakes-around-the-world,,0,0,0,0,0,0,0
How to Stock a Turkish Pantry: Flavorful Ingredients Worth Seeking Out,https://www.seriouseats.com/turkish-cooking-essential-ingredients,,0,0,0,0,0,0,0
Our Tips for Meal Planning During Self-Isolation,https://www.seriouseats.com/our-tips-for-meal-planning-during-self-isolation,,0,0,0,0,0,0,0
Wisdom You Knead: What I Learned Baking With My Mother,https://www.seriouseats.com/mothers-day-baking-essay-5271219,,0,0,0,0,0,0,0
"The Food Lab Answers All of Your Thanksgiving Questions, 2013 Edition",https://www.seriouseats.com/the-food-lab-answers-all-of-your-thanksgiving-questions,,0,0,0,0,0,0,0
The Food Lab's Definitive Guide to Grilled Steak,https://www.seriouseats.com/food-lab-how-to-grill-steak-cuts-of-steak,,0,0,0,0,0,0,0
We Taste Tested 9 Popular Brands of Greek Yogurt—Here Were Our Favorites,https://www.seriouseats.com/best-greek-yogurts,,0,0,0,0,0,0,0
Cajun Gumbo With Chicken and Andouille Sausage Recipe,https://www.seriouseats.com/cajun-gumbo-with-chicken-and-andouille-recipe,"1 cup plus 1 tablespoon (250ml) canola or vegetable oil, divided,6 boneless, skinless chicken thighs (about 2 1/4 pounds; 1kg total),Kosher salt,1 1/2 pounds Cajun-style andouille sausage (680g; about 8 links), sliced crosswise 1/2 inch thick,1 cup all-purpose flour(4 1/2 ounces; 130g),2 large yellow onions (about 12 ounces; 340g each), cut into 1/4-inch dice,2 green bell peppers (about 7 ounces; 200g each), cut into 1/4-inch dice,4 large celery ribs (9 ounces; 260g total), cut into 1/4-inch dice,8 medium cloves garlic, minced,1/4 teaspoon cayenne pepper,Freshly ground black pepper,1 1/2 quarts (1.4L) homemade brown or white chicken stock or store-bought low-sodium chicken stock,2 dried bay leaves,2 large sprigs fresh thyme,1 pound (450g) fresh okra, caps trimmed, pods cut crosswise 1/2 inch thick (optional; see notes),1/2 teaspoon filé powder, plus more as needed for serving (optional; see notes),Warm rice, thinly sliced scallions, and hot sauce, for serving",17,10,4 hrs,812,41,50,51
How Roux Made Its Way Into the Gumbo Pot,https://www.seriouseats.com/history-new-orleans-gumbo-roux,,0,0,0,0,0,0,0
The Best Gumbo in New Orleans,https://www.seriouseats.com/the-best-gumbo-in-new-orleans-5181606,,0,0,0,0,0,0,0
The Real Origins of the Boiled Peanut,https://www.seriouseats.com/history-southern-boiled-peanuts,,0,0,0,0,0,0,0
The Historic Problem With Hoppin' John,https://www.seriouseats.com/southern-hoppin-john-new-years-tradition,,0,0,0,0,0,0,0
Where to Eat and Drink in New Orleans: A Local's Guide,https://www.seriouseats.com/where-to-eat-and-drink-in-new-orleans-a-locals-guide-5181676,,0,0,0,0,0,0,0
"20 Dutch Oven Recipes for Simple, Warming Meals",https://www.seriouseats.com/dutch-oven-recipes,,0,0,0,0,0,0,0
Starting a Tradition: What Thanksgiving Starters Tell Us About American History,https://www.seriouseats.com/thanksgiving-appetizer-history,,0,0,0,0,0,0,0
A Chefs' Guide to Eating Out in New Orleans,https://www.seriouseats.com/a-chefs-guide-to-eating-out-in-new-orleans-5181722,,0,0,0,0,0,0,0
Everyday Sacred: A Personal Path to Gumbo,https://www.seriouseats.com/how-i-cook-gumbo-south-louisiana-cajun-country,,0,0,0,0,0,0,0
Filipino Food 101: Recipes to Get You Started,https://www.seriouseats.com/how-to-get-started-cooking-filipino-food-5270830,,0,0,0,0,0,0,0
Chicken Yassa (Senegalese Braised Chicken With Caramelized Onions),https://www.seriouseats.com/chicken-yassa-senegalese-braised-chicken-with-caramelized-onions-5215703,,4,4,10 hrs,0,0,0,0
"Toni Tipton-Martin's Cookbook, Jubilee, Is a Source of Black Joy",https://www.seriouseats.com/jubilee-toni-tipton-martin-joy-juneteeth,,0,0,0,0,0,0,0
Lowcountry Stew Chicken,https://www.seriouseats.com/lowcountry-stew-chicken-5216238,,10,4,95 mins,0,0,0,0
Country Captain is the Southern Icon You May Have Never Tasted,https://www.seriouseats.com/country-captain-southern-recipe-history,,0,0,0,0,0,0,0
The Surprisingly Recent Story of How Shrimp and Grits Won Over the South,https://www.seriouseats.com/shrimp-and-grits-southern-food-history,,0,0,0,0,0,0,0
Roosevelt Avenue-Style Cemita Sandwiches Recipe,https://www.seriouseats.com/roosevelt-avenue-style-mexican-cemita-sandwich-recipe,,0,4,35 mins,0,0,0,0
How I Fell Hard for the Cemita in All its Forms: A Love Story With Recipes,https://www.seriouseats.com/how-to-make-pueblan-mexican-new-york-cemita-sandwiches,,0,0,0,0,0,0,0
31 Super Bowl Sandwiches to Feed a Crowd,https://www.seriouseats.com/super-bowl-sandwich-recipes,,0,0,0,0,0,0,0
"Cemita Burger With Refried Beans, Chipotle Mayo, Avocado, and Oaxacan Cheese Recipe",https://www.seriouseats.com/cemita-burger-refrieds-avocado-recipe,,0,4,25 mins,0,0,0,0
Burger Toppings Week: Vamos a Mexico With the Cemita Burger,https://www.seriouseats.com/burger-toppings-week-mexico-cemita-burger,,0,0,0,0,0,0,0
25 Recipes for Super-Satisfying Sandwiches,https://www.seriouseats.com/super-satisfying-sandwich-recipes,,0,0,0,0,0,0,0
Spicy Tortas de Milanesa Recipe,https://www.seriouseats.com/spicy-tortas-de-milanesa-mexican-sandwiches-recipe,"1 canned chipotle chile in adobo sauce, minced,1 teaspoon fresh lime juice,1/4 cup mayonnaise,Salt and black pepper,4 (4-ounce) pork cutlets, pounded to 1/4-inch thick,1 cup all-purpose flour,2 large eggs, lightly whisked,1 cup plain bread crumbs,About 2 cups vegetable oil for frying,4 bolillo or telera rolls,4 leaves Romaine lettuce, torn,1 avocado, pitted and flesh scooped out, cut into thin slices,1/2 white onion, thinly sliced,12 pickled jalapeños, stemmed, seeded, cut into 1/4-inch slices,2 limes",0,4,45 mins,947,46,78,51
"Spicy, Seared, Smothered, Stacked: An Introduction to Mexican Sandwiches",https://www.seriouseats.com/types-of-mexican-sandwiches-what-is-torta-pambazo-cemita,,0,0,0,0,0,0,0
6 Must-Eat Mexican Sandwiches in Chicago,https://www.seriouseats.com/best-tortas-cemitas-chicago,,0,0,0,0,0,0,0
5 Sandwiches You Should Eat in Mexico,https://www.seriouseats.com/mexican-sandwiches-torta-pambazo-chanclas-pelona-cemita,,0,0,0,0,0,0,0
Cemita Grilled Cheese Sandwich Recipe,https://www.seriouseats.com/cemita-mexican-sandwich-grilled-cheese-recipe,"1 finely chopped chipotle in adobo, plus 2 teaspoons sauce,1/2 avocado, peeled and pitted,2 tablespoons unsalted butter, cut into 3 even pats,2 slices hearty white sandwich bread, such as Pepperidge Farm or Arnold,2 ounces Oaxacan cheese, grated,8 to 10 papalo leaves (see note),Kosher salt",0,1,15 mins,801,20,43,65
The Best Tortas in San Francisco and the Bay Area,https://www.seriouseats.com/nine-best-tortas-san-francisco-bay-area,,0,0,0,0,0,0,0
Cemitas de Lengua (Mexican Tongue Sandwiches) Recipe,https://www.seriouseats.com/cemita-lengua-tongue-cemita-recipe,"1 cow or veal tongue, about 1 1/2 pounds,2 medium onions,Kosher salt and freshly ground black pepper,3 tablespoons vegetable or canola oil,1 (15-ounce) can black beans, drained, 3 tablespoons liquid reserved,4 to 6 cemita rolls, halved and lightly toasted when ready to serve,2 to 3 ripe avocados,4 ounces fresh Mexican cheese, such as Oaxaca cheese,1 tomato, thinly sliced,A few leaves iceberg lettuce, shredded,1/2 cup crema or sour cream",0,6,3 hrs,769,33,59,46
